stratum,reported_km,component,endpoint,n_a,n_b,gm_ratio,ci_lo,ci_hi,half_width_ln,sd_ratio,ks,equivalent
mini@133km,133.2323,000,pSA(4),20,20,1.000000,1.000000,1.000000,0.000000,NaN,NaN,true
mini@133km,133.2323,000,pSA(5),20,20,1.000000,1.000000,1.000000,0.000000,NaN,NaN,true
mini@133km,133.2323,ver,PGA,20,20,1.000000,1.000000,1.000000,0.000000,NaN,NaN,true
mini@133km,133.2323,ver,PGV,20,20,1.000000,1.000000,1.000000,0.000000,NaN,NaN,true
mini@133km,133.2323,ver,AI,20,20,1.000000,1.000000,1.000000,0.000000,NaN,NaN,true
mini@133km,133.2323,ver,CAV,20,20,1.000000,1.000000,1.000000,0.000000,NaN,NaN,true
mini@133km,133.2323,ver,Ds575,20,20,1.000000,1.000000,1.000000,0.000000,NaN,NaN,true
mini@133km,133.2323,ver,Ds595,20,20,1.000000,1.000000,1.000000,0.000000,NaN,NaN,true
mini@133km,133.2323,ver,pSA(0.01),20,20,1.000000,1.000000,1.000000,0.000000,NaN,NaN,true
mini@133km,133.2323,ver,pSA(0.02),20,20,1.000000,1.000000,1.000000,0.000000,NaN,NaN,true
mini@133km,133.2323,ver,pSA(0.03),20,20,1.000000,1.000000,1.000000,0.000000,NaN,NaN,true
mini@133km,133.2323,ver,pSA(0.05),20,20,1.000000,1.000000,1.000000,0.000000,NaN,NaN,true
mini@133km,133.2323,ver,pSA(0.075),20,20,1.000000,1.000000,1.000000,0.000000,NaN,NaN,true
mini@133km,133.2323,ver,pSA(0.1),20,20,1.000000,1.000000,1.000000,0.000000,NaN,NaN,true
mini@133km,133.2323,ver,pSA(0.15),20,20,1.000000,1.000000,1.000000,0.000000,NaN,NaN,true
mini@133km,133.2323,ver,pSA(0.2),20,20,1.000000,1.000000,1.000000,0.000000,NaN,NaN,true
mini@133km,133.2323,ver,pSA(0.25),20,20,1.000000,1.000000,1.000000,0.000000,NaN,NaN,true
mini@133km,133.2323,ver,pSA(0.3),20,20,1.000000,1.000000,1.000000,0.000000,NaN,NaN,true
mini@133km,133.2323,ver,pSA(0.4),20,20,1.000000,1.000000,1.000000,0.000000,NaN,NaN,true
mini@133km,133.2323,ver,pSA(0.5),20,20,1.000000,1.000000,1.000000,0.000000,NaN,NaN,true
mini@133km,133.2323,ver,pSA(0.75),20,20,1.000000,1.000000,1.000000,0.000000,NaN,NaN,true
mini@133km,133.2323,ver,pSA(1),20,20,1.000000,1.000000,1.000000,0.000000,NaN,NaN,true
mini@133km,133.2323,ver,pSA(1.5),20,20,1.000000,1.000000,1.000000,0.000000,NaN,NaN,true
mini@133km,133.2323,ver,pSA(2),20,20,1.000000,1.000000,1.000000,0.000000,NaN,NaN,true
mini@133km,133.2323,ver,pSA(3),20,20,1.000000,1.000000,1.000000,0.000000,NaN,NaN,true
mini@133km,133.2323,ver,pSA(4),20,20,1.000000,1.000000,1.000000,0.000000,NaN,NaN,true
mini@133km,133.2323,ver,pSA(5),20,20,1.000000,1.000000,1.000000,0.000000,NaN,NaN,true
mini@153km,152.9469,090,PGA,20,20,1.000000,1.000000,1.000000,0.000000,NaN,NaN,true
mini@153km,152.9469,090,PGV,20,20,1.000000,1.000000,1.000000,0.000000,NaN,NaN,true
mini@153km,152.9469,090,AI,20,20,1.000000,1.000000,1.000000,0.000000,NaN,NaN,true
mini@153km,152.9469,090,CAV,20,20,1.000000,1.000000,1.000000,0.000000,NaN,NaN,true
mini@153km,152.9469,090,Ds575,20,20,1.000000,1.000000,1.000000,0.000000,NaN,NaN,true
mini@153km,152.9469,090,Ds595,20,20,1.000000,1.000000,1.000000,0.000000,NaN,NaN,true
mini@153km,152.9469,090,pSA(0.01),20,20,1.000000,1.000000,1.000000,0.000000,NaN,NaN,true
mini@153km,152.9469,090,pSA(0.02),20,20,1.000000,1.000000,1.000000,0.000000,NaN,NaN,true
mini@153km,152.9469,090,pSA(0.03),20,20,1.000000,1.000000,1.000000,0.000000,NaN,NaN,true
mini@153km,152.9469,090,pSA(0.05),20,20,1.000000,1.000000,1.000000,0.000000,NaN,NaN,true
mini@153km,152.9469,090,pSA(0.075),20,20,1.000000,1.000000,1.000000,0.000000,NaN,NaN,true
mini@153km,152.9469,090,pSA(0.1),20,20,1.000000,1.000000,1.000000,0.000000,NaN,NaN,true
mini@153km,152.9469,090,pSA(0.15),20,20,1.000000,1.000000,1.000000,0.000000,NaN,NaN,true
mini@153km,152.9469,090,pSA(0.2),20,20,1.000000,1.000000,1.000000,0.000000,NaN,NaN,true
mini@153km,152.9469,090,pSA(0.25),20,20,1.000000,1.000000,1.000000,0.000000,NaN,NaN,true
mini@153km,152.9469,090,pSA(0.3),20,20,1.000000,1.000000,1.000000,0.000000,NaN,NaN,true
mini@153km,152.9469,090,pSA(0.4),20,20,1.000000,1.000000,1.000000,0.000000,NaN,NaN,true
mini@153km,152.9469,090,pSA(0.5),20,20,1.000000,1.000000,1.000000,0.000000,NaN,NaN,true
mini@153km,152.9469,090,pSA(0.75),20,20,1.000000,1.000000,1.000000,0.000000,NaN,NaN,true
mini@153km,152.9469,090,pSA(1),20,20,1.000000,1.000000,1.000000,0.000000,NaN,NaN,true
mini@153km,152.9469,090,pSA(1.5),20,20,1.000000,1.000000,1.000000,0.000000,NaN,NaN,true
mini@153km,152.9469,090,pSA(2),20,20,1.000000,1.000000,1.000000,0.000000,NaN,NaN,true
mini@153km,152.9469,090,pSA(3),20,20,1.000000,1.000000,1.000000,0.000000,NaN,NaN,true
mini@153km,152.9469,090,pSA(4),20,20,1.000000,1.000000,1.000000,0.000000,NaN,NaN,true
mini@153km,152.9469,090,pSA(5),20,20,1.000000,1.000000,1.000000,0.000000,NaN,NaN,true
mini@153km,152.9469,000,PGA,20,20,1.000000,1.000000,1.000000,0.000000,NaN,NaN,true
mini@153km,152.9469,000,PGV,20,20,1.000000,1.000000,1.000000,0.000000,NaN,NaN,true
mini@153km,152.9469,000,AI,20,20,1.000000,1.000000,1.000000,0.000000,NaN,NaN,true
mini@153km,152.9469,000,CAV,20,20,1.000000,1.000000,1.000000,0.000000,NaN,NaN,true
mini@153km,152.9469,000,Ds575,20,20,1.000000,1.000000,1.000000,0.000000,NaN,NaN,true
mini@153km,152.9469,000,Ds595,20,20,1.000000,1.000000,1.000000,0.000000,NaN,NaN,true
mini@153km,152.9469,000,pSA(0.01),20,20,1.000000,1.000000,1.000000,0.000000,NaN,NaN,true
mini@153km,152.9469,000,pSA(0.02),20,20,1.000000,1.000000,1.000000,0.000000,NaN,NaN,true
mini@153km,152.9469,000,pSA(0.03),20,20,1.000000,1.000000,1.000000,0.000000,NaN,NaN,true
mini@153km,152.9469,000,pSA(0.05),20,20,1.000000,1.000000,1.000000,0.000000,NaN,NaN,true
mini@153km,152.9469,000,pSA(0.075),20,20,1.000000,1.000000,1.000000,0.000000,NaN,NaN,true
mini@153km,152.9469,000,pSA(0.1),20,20,1.000000,1.000000,1.000000,0.000000,NaN,NaN,true
mini@153km,152.9469,000,pSA(0.15),20,20,1.000000,1.000000,1.000000,0.000000,NaN,NaN,true
mini@153km,152.9469,000,pSA(0.2),20,20,1.000000,1.000000,1.000000,0.000000,NaN,NaN,true
mini@153km,152.9469,000,pSA(0.25),20,20,1.000000,1.000000,1.000000,0.000000,NaN,NaN,true
mini@153km,152.9469,000,pSA(0.3),20,20,1.000000,1.000000,1.000000,0.000000,NaN,NaN,true
mini@153km,152.9469,000,pSA(0.4),20,20,1.000000,1.000000,1.000000,0.000000,NaN,NaN,true
mini@153km,152.9469,000,pSA(0.5),20,20,1.000000,1.000000,1.000000,0.000000,NaN,NaN,true
mini@153km,152.9469,000,pSA(0.75),20,20,1.000000,1.000000,1.000000,0.000000,NaN,NaN,true
mini@153km,152.9469,000,pSA(1),20,20,1.000000,1.000000,1.000000,0.000000,NaN,NaN,true
mini@153km,152.9469,000,pSA(1.5),20,20,1.000000,1.000000,1.000000,0.000000,NaN,NaN,true
mini@153km,152.9469,000,pSA(2),20,20,1.000000,1.000000,1.000000,0.000000,NaN,NaN,true
mini@153km,152.9469,000,pSA(3),20,20,1.000000,1.000000,1.000000,0.000000,NaN,NaN,true
mini@153km,152.9469,000,pSA(4),20,20,1.000000,1.000000,1.000000,0.000000,NaN,NaN,true
mini@153km,152.9469,000,pSA(5),20,20,1.000000,1.000000,1.000000,0.000000,NaN,NaN,true
mini@153km,152.9469,ver,PGA,20,20,1.000000,1.000000,1.000000,0.000000,NaN,NaN,true
mini@153km,152.9469,ver,PGV,20,20,1.000000,1.000000,1.000000,0.000000,NaN,NaN,true
mini@153km,152.9469,ver,AI,20,20,1.000000,1.000000,1.000000,0.000000,NaN,NaN,true
mini@153km,152.9469,ver,CAV,20,20,1.000000,1.000000,1.000000,0.000000,NaN,NaN,true
mini@153km,152.9469,ver,Ds575,20,20,1.000000,1.000000,1.000000,0.000000,NaN,NaN,true
mini@153km,152.9469,ver,Ds595,20,20,1.000000,1.000000,1.000000,0.000000,NaN,NaN,true
mini@153km,152.9469,ver,pSA(0.01),20,20,1.000000,1.000000,1.000000,0.000000,NaN,NaN,true
mini@153km,152.9469,ver,pSA(0.02),20,20,1.000000,1.000000,1.000000,0.000000,NaN,NaN,true
mini@153km,152.9469,ver,pSA(0.03),20,20,1.000000,1.000000,1.000000,0.000000,NaN,NaN,true
mini@153km,152.9469,ver,pSA(0.05),20,20,1.000000,1.000000,1.000000,0.000000,NaN,NaN,true
mini@153km,152.9469,ver,pSA(0.075),20,20,1.000000,1.000000,1.000000,0.000000,NaN,NaN,true
mini@153km,152.9469,ver,pSA(0.1),20,20,1.000000,1.000000,1.000000,0.000000,NaN,NaN,true
mini@153km,152.9469,ver,pSA(0.15),20,20,1.000000,1.000000,1.000000,0.000000,NaN,NaN,true
mini@153km,152.9469,ver,pSA(0.2),20,20,1.000000,1.000000,1.000000,0.000000,NaN,NaN,true
mini@153km,152.9469,ver,pSA(0.25),20,20,1.000000,1.000000,1.000000,0.000000,NaN,NaN,true
mini@153km,152.9469,ver,pSA(0.3),20,20,1.000000,1.000000,1.000000,0.000000,NaN,NaN,true
mini@153km,152.9469,ver,pSA(0.4),20,20,1.000000,1.000000,1.000000,0.000000,NaN,NaN,true
mini@153km,152.9469,ver,pSA(0.5),20,20,1.000000,1.000000,1.000000,0.000000,NaN,NaN,true
mini@153km,152.9469,ver,pSA(0.75),20,20,1.000000,1.000000,1.000000,0.000000,NaN,NaN,true
mini@153km,152.9469,ver,pSA(1),20,20,1.000000,1.000000,1.000000,0.000000,NaN,NaN,true
mini@153km,152.9469,ver,pSA(1.5),20,20,1.000000,1.000000,1.000000,0.000000,NaN,NaN,true
mini@153km,152.9469,ver,pSA(2),20,20,1.000000,1.000000,1.000000,0.000000,NaN,NaN,true
mini@153km,152.9469,ver,pSA(3),20,20,1.000000,1.000000,1.000000,0.000000,NaN,NaN,true
mini@153km,152.9469,ver,pSA(4),20,20,1.000000,1.000000,1.000000,0.000000,NaN,NaN,true
mini@153km,152.9469,ver,pSA(5),20,20,1.000000,1.000000,1.000000,0.000000,NaN,NaN,true
